client_key,client_id_nk,genre,age,tranche_age,ville,canal_acquisition,segment_marketing,date_inscription,statut
333,333,M,42,36-45,Abidjan,Réseaux sociaux,Régulier,2023-09-27,Actif
334,334,M,27,26-35,Abidjan,Boutique,Occasionnel,2022-05-03,Inactif
335,335,F,29,26-35,San-Pédro,Boutique,Occasionnel,2022-06-18,Actif
336,336,M,39,36-45,Abidjan,Boutique,Occasionnel,2024-07-05,Actif
337,337,F,26,26-35,Abidjan,Partenaire,Occasionnel,2022-01-20,Actif
338,338,M,25,18-25,Abidjan,Mobile Money,Fidèle,2022-03-09,Actif
339,339,F,47,46-55,Abidjan,Mobile Money,Régulier,2022-03-18,Actif
340,340,M,43,36-45,Korhogo,Site Web,Fidèle,2023-08-10,Actif
341,341,F,40,36-45,Daloa,Réseaux sociaux,Fidèle,2024-01-31,Inactif
342,342,M,44,36-45,Abidjan,Mobile Money,Fidèle,2024-01-29,Actif
343,343,M,18,18-25,Abidjan,Mobile Money,Occasionnel,2024-01-26,Actif
344,344,M,48,46-55,Daloa,Partenaire,Occasionnel,2022-03-05,Actif
345,345,M,38,36-45,Abidjan,Site Web,Régulier,2023-01-13,Actif
346,346,M,45,36-45,Abidjan,Boutique,Nouveau,2023-11-25,Actif
347,347,M,38,36-45,Abidjan,Boutique,Occasionnel,2024-01-17,Actif
348,348,F,34,26-35,Bouaké,Boutique,Fidèle,2023-01-01,Actif
349,349,M,30,26-35,Gagnoa,Site Web,Occasionnel,2024-07-16,Actif
350,350,F,38,36-45,Yamoussoukro,Boutique,Nouveau,2024-07-01,Inactif
351,351,M,30,26-35,Abidjan,Site Web,Occasionnel,2024-04-18,Actif
352,352,F,43,36-45,Yamoussoukro,Mobile Money,Nouveau,2024-05-23,Actif
353,353,M,18,18-25,Abidjan,Réseaux sociaux,Occasionnel,2024-12-03,Actif
354,354,M,28,26-35,Korhogo,Mobile Money,Occasionnel,2024-05-19,Actif
355,355,F,56,56+,Abidjan,Réseaux sociaux,Occasionnel,2023-10-04,Actif
356,356,M,27,26-35,Abidjan,Mobile Money,Occasionnel,2023-03-13,Actif
357,357,M,31,26-35,Abidjan,Mobile Money,Nouveau,2023-02-01,Actif
358,358,M,24,18-25,Abidjan,Mobile Money,Occasionnel,2024-06-19,Actif
359,359,F,37,36-45,Abidjan,Mobile Money,Nouveau,2022-11-21,Actif
360,360,M,25,18-25,Bouaké,Boutique,Occasionnel,2023-11-21,Actif
361,361,M,31,26-35,Daloa,Site Web,Régulier,2023-07-05,Inactif
362,362,F,43,36-45,San-Pédro,Réseaux sociaux,Nouveau,2023-02-19,Actif
363,363,F,26,26-35,Abidjan,Boutique,Fidèle,2023-05-09,Actif
364,364,F,42,36-45,Abidjan,Boutique,Régulier,2022-03-30,Actif
365,365,M,43,36-45,Abidjan,Mobile Money,Nouveau,2024-02-16,Actif
366,366,F,45,36-45,Abidjan,Réseaux sociaux,Occasionnel,2022-03-15,Actif
367,367,M,35,26-35,Abidjan,Mobile Money,Nouveau,2022-03-22,Actif
368,368,M,69,56+,Korhogo,Mobile Money,Nouveau,2022-10-03,Inactif
369,369,F,45,36-45,Gagnoa,Mobile Money,Fidèle,2023-08-05,Actif
370,370,M,37,36-45,Abidjan,Mobile Money,Régulier,2022-11-25,Actif
371,371,M,24,18-25,Daloa,Boutique,Régulier,2024-08-21,Actif
372,372,F,32,26-35,Bouaké,Mobile Money,Régulier,2024-10-12,Inactif
373,373,F,49,46-55,Abidjan,Mobile Money,Fidèle,2023-03-07,Actif
374,374,F,52,46-55,Bouaké,Réseaux sociaux,Fidèle,2024-12-30,Inactif
375,375,F,50,46-55,Abidjan,Mobile Money,Nouveau,2022-04-08,Actif
376,376,F,42,36-45,Abidjan,Site Web,Nouveau,2022-06-07,Actif
377,377,M,20,18-25,Abengourou,Boutique,Occasionnel,2023-01-16,Inactif
378,378,F,39,36-45,Bouaké,Réseaux sociaux,Nouveau,2024-10-29,Actif
379,379,F,20,18-25,Abidjan,Site Web,Occasionnel,2023-07-06,Actif
380,380,M,18,18-25,Abidjan,Mobile Money,Nouveau,2024-02-13,Actif
381,381,M,36,36-45,Divo,Réseaux sociaux,Régulier,2023-12-16,Actif
382,382,M,39,36-45,Abidjan,Boutique,Nouveau,2023-06-30,Inactif
383,383,M,43,36-45,Korhogo,Mobile Money,Régulier,2024-10-17,Inactif
384,384,F,39,36-45,Korhogo,Site Web,Occasionnel,2024-11-11,Actif
385,385,F,39,36-45,Abidjan,Site Web,Nouveau,2023-05-06,Actif
386,386,M,23,18-25,Yamoussoukro,Mobile Money,Fidèle,2024-02-21,Actif
387,387,M,32,26-35,Yamoussoukro,Boutique,Occasionnel,2023-11-15,Actif
388,388,M,18,18-25,Daloa,Mobile Money,Régulier,2023-10-13,Actif
389,389,F,18,18-25,Abidjan,Boutique,Fidèle,2022-04-22,Actif
390,390,M,42,36-45,Abidjan,Partenaire,Nouveau,2022-08-18,Inactif
391,391,M,25,18-25,Abidjan,Boutique,Nouveau,2024-12-20,Actif
392,392,F,43,36-45,Bouaké,Partenaire,Nouveau,2022-09-25,Actif
393,393,M,46,46-55,Daloa,Mobile Money,Nouveau,2023-12-15,Inactif
394,394,M,27,26-35,Daloa,Site Web,Fidèle,2024-09-25,Inactif
395,395,F,40,36-45,Bouaké,Partenaire,Régulier,2023-10-22,Actif
396,396,F,26,26-35,Abidjan,Site Web,Occasionnel,2022-08-24,Actif
397,397,M,18,18-25,Abidjan,Mobile Money,Régulier,2024-07-30,Actif
398,398,F,35,26-35,Daloa,Mobile Money,Fidèle,2022-02-05,Actif
399,399,F,28,26-35,Abidjan,Mobile Money,Nouveau,2024-03-02,Actif
400,400,F,29,26-35,Daloa,Site Web,Nouveau,2022-10-19,Actif
401,401,F,55,46-55,Abidjan,Partenaire,Fidèle,2023-12-03,Actif
402,402,M,18,18-25,Abidjan,Boutique,Régulier,2023-06-11,Actif
403,403,M,38,36-45,Man,Mobile Money,Nouveau,2023-09-16,Inactif
404,404,F,23,18-25,Abidjan,Mobile Money,Occasionnel,2023-02-23,Inactif
405,405,M,43,36-45,Abidjan,Boutique,Nouveau,2023-08-03,Actif
406,406,M,37,36-45,Yamoussoukro,Boutique,Régulier,2024-10-21,Actif
407,407,F,38,36-45,Bouaké,Mobile Money,Régulier,2024-06-23,Actif
408,408,M,23,18-25,Divo,Site Web,Nouveau,2023-04-04,Actif
409,409,F,25,18-25,Korhogo,Mobile Money,Régulier,2024-10-27,Inactif
410,410,M,44,36-45,Daloa,Site Web,Occasionnel,2024-08-31,Actif
411,411,M,53,46-55,Abidjan,Boutique,Régulier,2023-11-18,Actif
412,412,M,39,36-45,Abidjan,Mobile Money,Régulier,2023-10-14,Actif
413,413,F,24,18-25,Korhogo,Site Web,Occasionnel,2022-02-09,Actif
414,414,M,37,36-45,Abidjan,Site Web,Nouveau,2023-07-28,Actif
415,415,F,60,56+,Gagnoa,Boutique,Nouveau,2022-08-21,Actif
416,416,F,35,26-35,Yamoussoukro,Site Web,Régulier,2022-06-25,Actif
417,417,F,50,46-55,Abidjan,Boutique,Régulier,2024-07-28,Actif
418,418,M,25,18-25,Abidjan,Mobile Money,Nouveau,2022-10-24,Inactif
419,419,F,33,26-35,Yamoussoukro,Partenaire,VIP,2023-11-05,Actif
420,420,M,40,36-45,Abidjan,Partenaire,Régulier,2024-08-07,Actif
421,421,M,38,36-45,Abidjan,Mobile Money,Nouveau,2023-10-17,Actif
422,422,F,25,18-25,Yamoussoukro,Partenaire,Nouveau,2024-05-04,Inactif
423,423,F,25,18-25,Abidjan,Site Web,Occasionnel,2024-04-28,Actif
424,424,F,44,36-45,Abidjan,Mobile Money,Nouveau,2023-05-05,Actif
425,425,M,47,46-55,Yamoussoukro,Boutique,VIP,2024-10-06,Actif
426,426,M,50,46-55,Daloa,Mobile Money,Régulier,2024-09-22,Actif
427,427,F,53,46-55,Abidjan,Boutique,Nouveau,2023-01-05,Inactif
428,428,M,35,26-35,Divo,Partenaire,Occasionnel,2024-06-16,Actif
429,429,F,30,26-35,Man,Boutique,Nouveau,2022-07-20,Actif
430,430,M,48,46-55,Abidjan,Boutique,Occasionnel,2022-05-03,Inactif
431,431,M,41,36-45,Abidjan,Mobile Money,Nouveau,2023-08-04,Actif
432,432,M,23,18-25,Daloa,Boutique,Fidèle,2023-10-26,Actif
433,433,M,22,18-25,Abidjan,Réseaux sociaux,Régulier,2023-10-01,Actif
434,434,M,39,36-45,San-Pédro,Mobile Money,Fidèle,2024-05-24,Actif
435,435,F,32,26-35,Bouaké,Boutique,Nouveau,2023-03-05,Inactif
436,436,F,33,26-35,Abidjan,Boutique,Occasionnel,2024-06-04,Actif
437,437,F,45,36-45,Bouaké,Site Web,Régulier,2024-09-14,Actif
438,438,F,42,36-45,Abidjan,Site Web,Occasionnel,2022-04-11,Inactif
439,439,M,48,46-55,Man,Site Web,Occasionnel,2023-05-07,Actif
440,440,M,18,18-25,Abidjan,Boutique,VIP,2022-09-03,Actif
441,441,M,36,36-45,Man,Boutique,Régulier,2023-12-20,Actif
442,442,F,41,36-45,Abidjan,Site Web,Fidèle,2023-03-29,Actif
443,443,M,18,18-25,Daloa,Site Web,Occasionnel,2022-11-05,Actif
444,444,F,26,26-35,Man,Boutique,Occasionnel,2022-10-03,Actif
445,445,F,24,18-25,Abidjan,Réseaux sociaux,Occasionnel,2023-01-24,Actif
446,446,M,34,26-35,Abidjan,Mobile Money,Occasionnel,2022-04-30,Actif
447,447,M,51,46-55,San-Pédro,Mobile Money,Nouveau,2022-04-25,Actif
448,448,M,56,56+,San-Pédro,Partenaire,Fidèle,2023-11-20,Actif
449,449,F,25,18-25,Abidjan,Mobile Money,Occasionnel,2024-10-29,Actif
450,450,M,39,36-45,Abidjan,Réseaux sociaux,Occasionnel,2023-07-10,Actif
451,451,F,40,36-45,San-Pédro,Site Web,Fidèle,2024-10-12,Actif
452,452,M,38,36-45,Abidjan,Réseaux sociaux,Régulier,2022-06-19,Actif
453,453,M,38,36-45,Bouaké,Boutique,Nouveau,2024-12-01,Inactif
454,454,F,37,36-45,Abidjan,Réseaux sociaux,Régulier,2023-10-05,Inactif
455,455,F,52,46-55,Abidjan,Site Web,Occasionnel,2024-03-25,Actif
456,456,F,46,46-55,San-Pédro,Boutique,Nouveau,2022-03-09,Inactif
457,457,M,22,18-25,Abidjan,Boutique,Nouveau,2023-10-24,Actif
458,458,F,42,36-45,Man,Mobile Money,Régulier,2023-02-24,Inactif
459,459,M,43,36-45,Bouaké,Mobile Money,Régulier,2024-09-10,Inactif
460,460,M,37,36-45,Abidjan,Partenaire,Fidèle,2024-05-17,Actif
461,461,M,46,46-55,Abidjan,Mobile Money,Occasionnel,2024-08-04,Actif
462,462,F,36,36-45,Abidjan,Site Web,Occasionnel,2024-09-01,Actif
463,463,M,36,36-45,San-Pédro,Boutique,Nouveau,2024-02-29,Actif
464,464,F,35,26-35,Yamoussoukro,Mobile Money,VIP,2022-09-26,Actif
465,465,M,18,18-25,Daloa,Partenaire,Fidèle,2022-11-06,Actif
466,466,M,33,26-35,Abidjan,Mobile Money,VIP,2024-07-30,Actif
467,467,M,26,26-35,Abidjan,Boutique,Occasionnel,2023-10-21,Inactif
468,468,M,20,18-25,Abidjan,Boutique,Nouveau,2024-09-03,Inactif
469,469,F,49,46-55,Daloa,Mobile Money,Occasionnel,2024-05-20,Actif
470,470,F,39,36-45,Abidjan,Mobile Money,Occasionnel,2023-10-27,Actif
471,471,F,33,26-35,Abidjan,Site Web,Nouveau,2022-06-16,Inactif
472,472,F,27,26-35,Abidjan,Mobile Money,Nouveau,2024-12-11,Actif
473,473,F,37,36-45,Abidjan,Réseaux sociaux,Nouveau,2022-09-24,Inactif
474,474,F,44,36-45,Yamoussoukro,Site Web,Occasionnel,2022-09-27,Actif
475,475,F,24,18-25,Bouaké,Mobile Money,Fidèle,2022-06-09,Actif
476,476,F,33,26-35,Gagnoa,Mobile Money,Régulier,2022-03-17,Actif
477,477,F,43,36-45,Abidjan,Mobile Money,Régulier,2023-02-15,Actif
478,478,M,18,18-25,Bouaké,Site Web,Nouveau,2024-07-12,Actif
479,479,M,33,26-35,Abidjan,Boutique,Régulier,2024-08-06,Inactif
480,480,F,29,26-35,San-Pédro,Mobile Money,Occasionnel,2023-06-22,Actif
481,481,F,32,26-35,Bouaké,Boutique,Nouveau,2022-12-11,Actif
482,482,F,28,26-35,Abidjan,Boutique,Occasionnel,2023-01-15,Actif
483,483,M,35,26-35,San-Pédro,Site Web,Nouveau,2024-10-03,Actif
484,484,F,55,46-55,Abidjan,Mobile Money,Fidèle,2022-03-02,Actif
485,485,F,30,26-35,Abidjan,Mobile Money,Fidèle,2022-03-04,Actif
486,486,F,37,36-45,Abidjan,Boutique,Nouveau,2022-03-12,Actif
487,487,F,55,46-55,Abidjan,Site Web,Régulier,2024-08-30,Inactif
488,488,F,27,26-35,Korhogo,Site Web,Occasionnel,2022-04-10,Inactif
489,489,M,53,46-55,Daloa,Mobile Money,Nouveau,2024-10-27,Actif
490,490,M,34,26-35,Daloa,Mobile Money,Régulier,2022-07-21,Actif
491,491,M,53,46-55,Korhogo,Site Web,Régulier,2023-08-24,Inactif
492,492,M,42,36-45,Daloa,Mobile Money,Régulier,2024-11-28,Actif
493,493,M,37,36-45,Abidjan,Boutique,Nouveau,2022-05-07,Actif
494,494,F,33,26-35,Abidjan,Boutique,Occasionnel,2022-11-05,Actif
495,495,M,27,26-35,Abidjan,Mobile Money,Nouveau,2024-03-07,Actif
496,496,M,34,26-35,Man,Boutique,Nouveau,2024-06-13,Actif
497,497,F,43,36-45,Divo,Mobile Money,Nouveau,2024-09-20,Actif
498,498,M,33,26-35,Daloa,Boutique,Nouveau,2022-01-22,Actif
499,499,F,30,26-35,Abidjan,Mobile Money,Nouveau,2024-04-30,Actif
500,500,F,31,26-35,Abidjan,Boutique,Occasionnel,2022-12-19,Actif
501,501,M,44,36-45,Korhogo,Boutique,Régulier,2023-09-03,Actif
502,502,M,47,46-55,Abidjan,Mobile Money,Nouveau,2024-09-19,Actif
503,503,M,26,26-35,Bouaké,Site Web,Nouveau,2024-09-14,Actif
504,504,F,26,26-35,Abidjan,Site Web,Fidèle,2022-07-22,Actif
505,505,M,38,36-45,Abidjan,Partenaire,Fidèle,2023-05-31,Actif
506,506,M,50,46-55,Yamoussoukro,Mobile Money,Nouveau,2022-11-08,Actif
507,507,F,46,46-55,Divo,Mobile Money,Occasionnel,2023-11-05,Actif
508,508,M,20,18-25,Daloa,Mobile Money,Nouveau,2024-06-24,Actif
509,509,F,31,26-35,Abidjan,Réseaux sociaux,VIP,2022-12-15,Inactif
510,510,F,23,18-25,Abidjan,Boutique,Occasionnel,2022-05-13,Actif
511,511,F,31,26-35,Korhogo,Mobile Money,Nouveau,2022-03-12,Actif
512,512,M,51,46-55,Bouaké,Site Web,Régulier,2022-02-28,Actif
513,513,F,18,18-25,Abidjan,Mobile Money,Régulier,2023-02-06,Actif
514,514,F,18,18-25,Yamoussoukro,Boutique,Nouveau,2024-11-23,Inactif
515,515,F,24,18-25,Abidjan,Boutique,Nouveau,2022-10-03,Actif
516,516,F,37,36-45,Abidjan,Site Web,Occasionnel,2023-03-20,Actif
517,517,F,40,36-45,San-Pédro,Site Web,Nouveau,2024-01-10,Actif
518,518,M,38,36-45,Bouaké,Mobile Money,Nouveau,2023-12-22,Actif
519,519,F,46,46-55,Abidjan,Site Web,Régulier,2022-10-23,Actif
520,520,M,18,18-25,Abidjan,Boutique,Régulier,2022-05-20,Actif
521,521,M,47,46-55,Abengourou,Mobile Money,Régulier,2022-06-21,Actif
522,522,F,30,26-35,Bouaké,Réseaux sociaux,Régulier,2022-08-30,Actif
523,523,F,42,36-45,Bouaké,Site Web,Occasionnel,2022-04-05,Inactif
524,524,M,19,18-25,Abidjan,Partenaire,Occasionnel,2023-05-19,Inactif
525,525,F,34,26-35,Gagnoa,Site Web,Régulier,2023-12-09,Actif
526,526,F,36,36-45,Korhogo,Mobile Money,Nouveau,2024-01-10,Actif
527,527,M,46,46-55,Abidjan,Boutique,Nouveau,2024-09-22,Actif
528,528,M,18,18-25,Abidjan,Boutique,Nouveau,2022-11-18,Inactif
529,529,M,34,26-35,Yamoussoukro,Mobile Money,Régulier,2023-12-18,Actif
530,530,F,22,18-25,San-Pédro,Boutique,Occasionnel,2024-08-26,Actif
531,531,M,39,36-45,Daloa,Boutique,Occasionnel,2022-02-01,Actif
532,532,M,42,36-45,Gagnoa,Mobile Money,Occasionnel,2024-05-05,Actif
533,533,F,48,46-55,Bouaké,Réseaux sociaux,Fidèle,2022-04-07,Actif
534,534,M,28,26-35,Abidjan,Mobile Money,Nouveau,2023-08-27,Actif
535,535,F,44,36-45,Abidjan,Boutique,Occasionnel,2024-06-28,Actif
536,536,F,48,46-55,San-Pédro,Site Web,Régulier,2023-05-18,Actif
537,537,M,18,18-25,Abidjan,Site Web,Régulier,2023-09-05,Actif
538,538,F,40,36-45,Abidjan,Mobile Money,Occasionnel,2023-11-10,Actif
539,539,F,44,36-45,Yamoussoukro,Site Web,Nouveau,2023-09-25,Actif
540,540,M,31,26-35,Abidjan,Site Web,Fidèle,2024-03-12,Actif
541,541,M,20,18-25,San-Pédro,Réseaux sociaux,Occasionnel,2024-07-29,Inactif
542,542,M,44,36-45,Abidjan,Mobile Money,Fidèle,2022-05-28,Actif
543,543,M,20,18-25,Abidjan,Mobile Money,Régulier,2023-04-01,Actif
544,544,M,32,26-35,Abidjan,Site Web,Fidèle,2024-07-22,Inactif
545,545,F,33,26-35,Yamoussoukro,Mobile Money,Nouveau,2023-02-22,Actif
546,546,F,41,36-45,Daloa,Site Web,Occasionnel,2023-06-20,Inactif
547,547,F,27,26-35,Abidjan,Site Web,Nouveau,2024-03-23,Actif
548,548,F,26,26-35,Abidjan,Site Web,Nouveau,2024-10-21,Actif
549,549,M,35,26-35,Abidjan,Partenaire,Nouveau,2022-10-03,Actif
550,550,F,45,36-45,Yamoussoukro,Boutique,Occasionnel,2024-11-12,Actif
551,551,F,59,56+,Abengourou,Réseaux sociaux,Occasionnel,2024-02-17,Inactif
552,552,F,18,18-25,Daloa,Site Web,Régulier,2022-02-03,Inactif
553,553,F,37,36-45,Abidjan,Mobile Money,Nouveau,2024-08-01,Actif
554,554,M,22,18-25,Bouaké,Site Web,Nouveau,2023-02-26,Actif
555,555,F,45,36-45,Abidjan,Site Web,Occasionnel,2022-11-06,Actif
556,556,F,23,18-25,Abidjan,Partenaire,Régulier,2023-07-31,Actif
557,557,F,26,26-35,Abidjan,Mobile Money,Nouveau,2023-09-23,Actif
558,558,F,27,26-35,Abidjan,Mobile Money,Régulier,2023-08-14,Actif
559,559,M,33,26-35,Abidjan,Réseaux sociaux,Nouveau,2022-03-02,Actif
560,560,F,37,36-45,Daloa,Mobile Money,Occasionnel,2024-06-19,Actif
561,561,F,39,36-45,Abidjan,Site Web,Régulier,2023-01-10,Actif
562,562,F,33,26-35,Daloa,Boutique,Occasionnel,2022-06-04,Actif
563,563,M,19,18-25,Divo,Mobile Money,Régulier,2023-09-12,Actif
564,564,M,42,36-45,Bouaké,Mobile Money,Fidèle,2023-11-13,Actif
565,565,M,33,26-35,Abidjan,Réseaux sociaux,Nouveau,2022-04-24,Actif
566,566,M,46,46-55,Daloa,Mobile Money,Nouveau,2024-10-29,Actif
567,567,M,26,26-35,Abidjan,Site Web,Fidèle,2023-10-20,Actif
568,568,F,18,18-25,Abidjan,Site Web,Fidèle,2024-12-27,Inactif
569,569,F,33,26-35,Abidjan,Site Web,Régulier,2024-01-05,Actif
570,570,M,48,46-55,San-Pédro,Boutique,Nouveau,2022-01-12,Actif
571,571,F,35,26-35,San-Pédro,Mobile Money,Nouveau,2022-08-17,Actif
572,572,M,31,26-35,San-Pédro,Réseaux sociaux,Fidèle,2024-11-30,Inactif
573,573,F,24,18-25,Yamoussoukro,Mobile Money,Régulier,2023-09-05,Actif
574,574,M,53,46-55,Abidjan,Mobile Money,Nouveau,2022-05-14,Actif
575,575,M,22,18-25,San-Pédro,Partenaire,Nouveau,2022-03-23,Actif
576,576,F,26,26-35,Korhogo,Mobile Money,Régulier,2023-08-11,Actif
577,577,M,40,36-45,Abidjan,Mobile Money,Occasionnel,2023-10-13,Inactif
578,578,M,18,18-25,Abengourou,Partenaire,VIP,2022-09-27,Inactif
579,579,M,48,46-55,Korhogo,Mobile Money,Occasionnel,2022-08-02,Inactif
580,580,F,40,36-45,Abidjan,Mobile Money,Nouveau,2023-10-26,Actif
581,581,F,43,36-45,Abidjan,Boutique,Nouveau,2023-04-22,Actif
582,582,M,40,36-45,Abidjan,Site Web,Occasionnel,2022-02-10,Actif
583,583,F,32,26-35,Daloa,Réseaux sociaux,Nouveau,2022-03-05,Inactif
584,584,F,22,18-25,Abidjan,Site Web,Nouveau,2022-09-18,Actif
585,585,M,32,26-35,Abidjan,Partenaire,Nouveau,2023-09-10,Actif
586,586,M,23,18-25,Bouaké,Mobile Money,Nouveau,2022-11-26,Inactif
587,587,F,39,36-45,Korhogo,Site Web,Régulier,2022-01-17,Inactif
588,588,F,42,36-45,San-Pédro,Mobile Money,Nouveau,2024-09-29,Actif
589,589,F,50,46-55,Daloa,Réseaux sociaux,Occasionnel,2024-01-30,Actif
590,590,F,38,36-45,Abidjan,Partenaire,Régulier,2023-10-02,Actif
591,591,M,44,36-45,Abidjan,Mobile Money,Nouveau,2022-09-25,Actif
592,592,F,30,26-35,Yamoussoukro,Réseaux sociaux,Occasionnel,2024-02-15,Actif
593,593,F,28,26-35,Abidjan,Site Web,Fidèle,2024-11-02,Actif
594,594,M,39,36-45,Bouaké,Mobile Money,Occasionnel,2024-01-11,Actif
595,595,F,29,26-35,Abengourou,Site Web,Occasionnel,2022-11-20,Inactif
596,596,F,36,36-45,Bouaké,Partenaire,Fidèle,2023-03-06,Inactif
597,597,M,22,18-25,Bouaké,Mobile Money,Fidèle,2024-10-14,Inactif
598,598,M,24,18-25,Yamoussoukro,Mobile Money,Fidèle,2022-01-16,Inactif
599,599,M,40,36-45,San-Pédro,Partenaire,Occasionnel,2022-08-31,Actif
600,600,M,43,36-45,Abidjan,Boutique,Régulier,2022-04-28,Actif
601,601,F,23,18-25,Abidjan,Boutique,Occasionnel,2023-12-04,Actif
602,602,M,41,36-45,Abidjan,Site Web,Nouveau,2023-05-18,Actif
603,603,M,28,26-35,Bouaké,Site Web,Occasionnel,2022-05-26,Actif
604,604,M,34,26-35,Abidjan,Mobile Money,Fidèle,2024-10-27,Actif
605,605,M,49,46-55,Abidjan,Mobile Money,Nouveau,2023-08-28,Inactif
606,606,M,42,36-45,Daloa,Réseaux sociaux,Fidèle,2022-09-30,Actif
607,607,M,42,36-45,Abidjan,Boutique,VIP,2024-11-01,Actif
608,608,F,54,46-55,Bouaké,Site Web,Nouveau,2024-02-04,Actif
609,609,M,26,26-35,Abidjan,Réseaux sociaux,Nouveau,2022-05-23,Actif
610,610,F,23,18-25,Abidjan,Mobile Money,VIP,2024-06-24,Actif
611,611,M,26,26-35,Abidjan,Réseaux sociaux,Nouveau,2022-03-06,Actif
612,612,M,31,26-35,Abidjan,Site Web,Régulier,2024-09-19,Actif
613,613,M,18,18-25,Abengourou,Partenaire,Nouveau,2023-03-07,Actif
614,614,M,31,26-35,Abengourou,Mobile Money,Nouveau,2022-11-18,Actif
615,615,F,28,26-35,Yamoussoukro,Mobile Money,Nouveau,2022-02-28,Inactif
616,616,M,42,36-45,Bouaké,Site Web,Nouveau,2024-10-16,Actif
617,617,M,37,36-45,Daloa,Partenaire,Fidèle,2023-09-05,Actif
618,618,F,27,26-35,Korhogo,Partenaire,Nouveau,2023-10-28,Actif
619,619,F,40,36-45,Abidjan,Boutique,Nouveau,2024-07-20,Actif
620,620,F,41,36-45,Abidjan,Boutique,Régulier,2023-07-11,Inactif
621,621,M,25,18-25,Yamoussoukro,Mobile Money,VIP,2022-11-14,Actif
622,622,F,28,26-35,Abengourou,Site Web,Occasionnel,2024-05-02,Inactif
623,623,M,18,18-25,Abidjan,Réseaux sociaux,Régulier,2023-08-04,Inactif
624,624,F,22,18-25,Abidjan,Site Web,Nouveau,2022-09-19,Actif
625,625,M,25,18-25,Abidjan,Boutique,Fidèle,2024-07-13,Actif
626,626,F,34,26-35,Abidjan,Partenaire,Régulier,2024-06-08,Inactif
627,627,M,23,18-25,Yamoussoukro,Mobile Money,Fidèle,2022-09-28,Inactif
628,628,F,28,26-35,Abidjan,Boutique,Régulier,2023-12-13,Actif
629,629,M,20,18-25,Divo,Boutique,Fidèle,2024-10-05,Actif
630,630,M,35,26-35,Daloa,Boutique,Occasionnel,2024-05-25,Actif
631,631,M,38,36-45,Abidjan,Site Web,Régulier,2022-08-06,Actif
632,632,M,38,36-45,San-Pédro,Site Web,Régulier,2024-07-26,Actif
633,633,F,34,26-35,Daloa,Mobile Money,Nouveau,2022-03-03,Actif
634,634,F,18,18-25,Abidjan,Mobile Money,Fidèle,2023-11-07,Actif
635,635,F,27,26-35,Abidjan,Boutique,Régulier,2023-07-14,Inactif
636,636,F,29,26-35,San-Pédro,Site Web,Fidèle,2022-02-10,Actif
637,637,M,29,26-35,Abidjan,Boutique,Occasionnel,2024-03-05,Inactif
638,638,M,34,26-35,Abidjan,Boutique,Fidèle,2022-11-23,Actif
639,639,M,49,46-55,Abidjan,Mobile Money,Nouveau,2024-07-22,Actif
640,640,M,42,36-45,Abidjan,Site Web,VIP,2024-08-19,Inactif
641,641,M,23,18-25,Yamoussoukro,Boutique,Nouveau,2023-10-09,Actif
642,642,M,41,36-45,Abidjan,Boutique,Régulier,2023-11-18,Actif
643,643,F,41,36-45,Bouaké,Boutique,Nouveau,2022-02-27,Inactif
644,644,F,25,18-25,Abidjan,Mobile Money,Régulier,2024-09-01,Inactif
645,645,M,43,36-45,San-Pédro,Mobile Money,Occasionnel,2024-01-17,Inactif
646,646,M,32,26-35,Abidjan,Mobile Money,Fidèle,2023-02-26,Actif
647,647,F,18,18-25,Man,Site Web,Fidèle,2022-04-04,Actif
648,648,F,39,36-45,Korhogo,Mobile Money,Occasionnel,2023-07-07,Actif
649,649,M,36,36-45,Abidjan,Mobile Money,Régulier,2024-09-13,Actif
650,650,F,31,26-35,Yamoussoukro,Partenaire,Régulier,2024-08-02,Inactif
651,651,F,33,26-35,Abidjan,Boutique,Occasionnel,2022-04-19,Actif
652,652,M,26,26-35,San-Pédro,Boutique,Nouveau,2024-04-14,Actif
653,653,M,40,36-45,Bouaké,Boutique,Nouveau,2022-03-31,Actif
654,654,F,33,26-35,Abidjan,Mobile Money,Nouveau,2023-02-18,Actif
655,655,M,35,26-35,Abidjan,Mobile Money,Occasionnel,2023-05-05,Actif
656,656,F,37,36-45,Abidjan,Réseaux sociaux,Occasionnel,2022-01-25,Actif
657,657,M,21,18-25,San-Pédro,Boutique,Occasionnel,2022-05-31,Actif
658,658,F,24,18-25,Daloa,Site Web,VIP,2024-08-21,Inactif
659,659,M,18,18-25,Abidjan,Partenaire,Nouveau,2023-11-21,Actif
660,660,F,40,36-45,Abidjan,Mobile Money,Fidèle,2024-05-11,Actif
661,661,F,20,18-25,Abidjan,Site Web,Régulier,2023-09-18,Actif
662,662,M,35,26-35,Bouaké,Mobile Money,Régulier,2023-05-07,Actif
663,663,F,38,36-45,Abidjan,Boutique,Occasionnel,2022-01-20,Actif
664,664,F,40,36-45,Abidjan,Réseaux sociaux,Nouveau,2023-08-22,Actif
665,665,F,20,18-25,Korhogo,Mobile Money,Fidèle,2024-04-23,Actif
666,666,M,33,26-35,Abidjan,Partenaire,Régulier,2022-08-12,Inactif
667,667,M,52,46-55,Daloa,Boutique,Fidèle,2023-06-22,Inactif
